name,category,phone,addr_housenumber,addr_street,addr_city,addr_postcode,lat,lon,osm_type,osm_id,osm_link,maps_link
SMIT Auto Sales,shop:car,,,,,,43.332242,-79.812389,node,7859101130,https://www.openstreetmap.org/node/7859101130,"https://www.google.com/maps/search/?api=1&query=43.3322421,-79.8123886"
South Lake Motors,shop:car,,4,Queen Street North,,,43.588259,-79.722985,node,3459385785,https://www.openstreetmap.org/node/3459385785,"https://www.google.com/maps/search/?api=1&query=43.5882591,-79.722985"
Total Automotive,shop:car,,,,,,43.687714,-79.739191,node,726953816,https://www.openstreetmap.org/node/726953816,"https://www.google.com/maps/search/?api=1&query=43.6877142,-79.7391914"
Volkswagen,shop:car,,,,,,43.348927,-79.800620,node,3179950189,https://www.openstreetmap.org/node/3179950189,"https://www.google.com/maps/search/?api=1&query=43.3489269,-79.8006196"
CarQuest  Auto Parts,shop:car_parts,,,,,,43.695662,-79.734750,node,12646678069,https://www.openstreetmap.org/node/12646678069,"https://www.google.com/maps/search/?api=1&query=43.6956625,-79.7347497"
Dependable Emergency Vehicles,shop:car_parts,,,,,,43.691248,-79.735985,node,12804901198,https://www.openstreetmap.org/node/12804901198,"https://www.google.com/maps/search/?api=1&query=43.6912478,-79.7359851"
Grab Tires,shop:car_parts,,,,,,43.694289,-79.735674,node,12321368571,https://www.openstreetmap.org/node/12321368571,"https://www.google.com/maps/search/?api=1&query=43.694289,-79.7356738"
J&D Tire,shop:car_parts,,,,,,43.521041,-79.875014,node,2205280070,https://www.openstreetmap.org/node/2205280070,"https://www.google.com/maps/search/?api=1&query=43.5210407,-79.8750139"
Turbo Centre,shop:car_parts,+1-905-595-0450,8044,Dixie Road,,,43.698812,-79.708495,node,6740285171,https://www.openstreetmap.org/node/6740285171,"https://www.google.com/maps/search/?api=1&query=43.6988116,-79.7084954"
WeatherTech Retail Store,shop:car_parts,,,,,,43.370366,-79.794281,node,12695131701,https://www.openstreetmap.org/node/12695131701,"https://www.google.com/maps/search/?api=1&query=43.3703664,-79.7942812"
AAMCO Transmissions,shop:car_repair,,,,,,43.687951,-79.739565,node,726953831,https://www.openstreetmap.org/node/726953831,"https://www.google.com/maps/search/?api=1&query=43.6879512,-79.739565"
Active Green+Ross,shop:car_repair,,,,,,43.524384,-79.901138,node,4064505064,https://www.openstreetmap.org/node/4064505064,"https://www.google.com/maps/search/?api=1&query=43.5243837,-79.9011384"
Al Autobody & Repairs,shop:car_repair,,,,,,43.694383,-79.735213,node,12321368575,https://www.openstreetmap.org/node/12321368575,"https://www.google.com/maps/search/?api=1&query=43.6943832,-79.7352128"
Atlas Auto Collision,shop:car_repair,,,,,,43.695941,-79.733835,node,12646678067,https://www.openstreetmap.org/node/12646678067,"https://www.google.com/maps/search/?api=1&query=43.6959411,-79.733835"
Auto Glass Service,shop:car_repair,,,,,,43.695998,-79.733916,node,12646678068,https://www.openstreetmap.org/node/12646678068,"https://www.google.com/maps/search/?api=1&query=43.6959984,-79.733916"
Autopro Chan's Auto Centre,shop:car_repair,+1-905-456-2313,,,,,43.679217,-79.768170,node,1618087782,https://www.openstreetmap.org/node/1618087782,"https://www.google.com/maps/search/?api=1&query=43.679217,-79.7681696"
Baje Auto Service,shop:car_repair,,,,,,43.304567,-79.856177,node,9705819324,https://www.openstreetmap.org/node/9705819324,"https://www.google.com/maps/search/?api=1&query=43.3045674,-79.8561765"
Boost Car Repairs,shop:car_repair,,,,,,43.693880,-79.752653,node,13357916416,https://www.openstreetmap.org/node/13357916416,"https://www.google.com/maps/search/?api=1&query=43.6938796,-79.7526534"
Bowtie Automotive,shop:car_repair,,,,,,43.410560,-79.732599,node,3050754113,https://www.openstreetmap.org/node/3050754113,"https://www.google.com/maps/search/?api=1&query=43.4105604,-79.732599"
Brant Transmission,shop:car_repair,,2445,Industrial Street,,,43.352858,-79.809714,node,3859936811,https://www.openstreetmap.org/node/3859936811,"https://www.google.com/maps/search/?api=1&query=43.3528581,-79.8097136"
Britannia Auto Service Centre,shop:car_repair,,2990,Britannia Road West,,,43.568794,-79.743188,node,1408892063,https://www.openstreetmap.org/node/1408892063,"https://www.google.com/maps/search/?api=1&query=43.5687936,-79.7431884"
Castrol Quick Lube,shop:car_repair,,,,,,43.648027,-79.708021,node,5695564849,https://www.openstreetmap.org/node/5695564849,"https://www.google.com/maps/search/?api=1&query=43.6480271,-79.7080208"
Coachworks Automotive,shop:car_repair,,701,Main Street East,Milton,,43.523799,-79.872016,node,2205280127,https://www.openstreetmap.org/node/2205280127,"https://www.google.com/maps/search/?api=1&query=43.5237986,-79.8720159"
Colorworks,shop:car_repair,,,,,,43.329717,-79.821283,node,10967668472,https://www.openstreetmap.org/node/10967668472,"https://www.google.com/maps/search/?api=1&query=43.3297172,-79.821283"
CSN Collision Centres,shop:car_repair,,,,,,43.524421,-79.871572,node,10934601934,https://www.openstreetmap.org/node/10934601934,"https://www.google.com/maps/search/?api=1&query=43.5244213,-79.8715716"
Daley's Auto Service,shop:car_repair,+1-905-826-1512,,,,,43.581837,-79.716368,node,3459661429,https://www.openstreetmap.org/node/3459661429,"https://www.google.com/maps/search/?api=1&query=43.5818369,-79.7163677"
DNS Auto,shop:car_repair,,,,,,43.694427,-79.734994,node,12321368577,https://www.openstreetmap.org/node/12321368577,"https://www.google.com/maps/search/?api=1&query=43.6944268,-79.7349937"
Eazy Auto Service,shop:car_repair,,,,,,43.677506,-79.768386,node,12810688724,https://www.openstreetmap.org/node/12810688724,"https://www.google.com/maps/search/?api=1&query=43.6775065,-79.7683857"
Fix Auto,shop:car_repair,,,,,,43.578085,-79.715514,node,8969088370,https://www.openstreetmap.org/node/8969088370,"https://www.google.com/maps/search/?api=1&query=43.5780847,-79.7155142"
George's Auto Centre,shop:car_repair,+1-905-827-2442,,,,,43.439966,-79.772498,node,4512901448,https://www.openstreetmap.org/node/4512901448,"https://www.google.com/maps/search/?api=1&query=43.4399665,-79.7724982"
Georgetown Import,shop:car_repair,,,,,,43.648434,-79.881929,node,2729703716,https://www.openstreetmap.org/node/2729703716,"https://www.google.com/maps/search/?api=1&query=43.6484338,-79.8819286"
Goodyear,shop:car_repair,,,,,,43.708770,-79.792173,node,2267222367,https://www.openstreetmap.org/node/2267222367,"https://www.google.com/maps/search/?api=1&query=43.7087695,-79.7921729"
Goodyear,shop:car_repair,,,,,,43.649561,-79.882838,node,4280399114,https://www.openstreetmap.org/node/4280399114,"https://www.google.com/maps/search/?api=1&query=43.6495611,-79.8828381"
Goodyear Select,shop:car_repair,,,,,,43.704339,-79.726075,node,3705929314,https://www.openstreetmap.org/node/3705929314,"https://www.google.com/maps/search/?api=1&query=43.7043394,-79.726075"
Halton Transmission,shop:car_repair,,,,,,43.519961,-79.880185,node,2197769203,https://www.openstreetmap.org/node/2197769203,"https://www.google.com/maps/search/?api=1&query=43.519961,-79.880185"
High-Tech Automotive,shop:car_repair,,,,,,43.507651,-79.887279,node,2206990121,https://www.openstreetmap.org/node/2206990121,"https://www.google.com/maps/search/?api=1&query=43.5076511,-79.8872793"
Jerry's Automotive Inc.,shop:car_repair,+1-905-637-1715,,,,,43.306722,-79.853334,node,1356004987,https://www.openstreetmap.org/node/1356004987,"https://www.google.com/maps/search/?api=1&query=43.3067224,-79.8533336"
JP Motors Service Centre,shop:car_repair,,2279,Fairview Street,Burlington,L7R 2E3,43.343364,-79.803600,node,6287442115,https://www.openstreetmap.org/node/6287442115,"https://www.google.com/maps/search/?api=1&query=43.3433641,-79.8035999"
K Detail Plus,shop:car_repair,+1-905-333-5959,,,,,43.329476,-79.821278,node,419363359,https://www.openstreetmap.org/node/419363359,"https://www.google.com/maps/search/?api=1&query=43.3294755,-79.8212782"
KD Auto Service,shop:car_repair,,,,,,43.625719,-79.728868,node,1639665847,https://www.openstreetmap.org/node/1639665847,"https://www.google.com/maps/search/?api=1&query=43.6257192,-79.7288684"
Master Garage,shop:car_repair,,,,,,43.648006,-79.708009,node,12691951143,https://www.openstreetmap.org/node/12691951143,"https://www.google.com/maps/search/?api=1&query=43.6480057,-79.7080085"
McKeown Collision,shop:car_repair,,,,,,43.532346,-79.911794,node,4088621282,https://www.openstreetmap.org/node/4088621282,"https://www.google.com/maps/search/?api=1&query=43.5323463,-79.9117935"
mechaniQ,shop:car_repair,,,,,,43.577924,-79.714830,node,8969088371,https://www.openstreetmap.org/node/8969088371,"https://www.google.com/maps/search/?api=1&query=43.5779243,-79.7148299"
Mister Transmission,shop:car_repair,,,,,,43.528573,-79.868030,node,2204624791,https://www.openstreetmap.org/node/2204624791,"https://www.google.com/maps/search/?api=1&query=43.5285733,-79.8680304"
Moga Auto Repairs,shop:car_repair,,,,,,43.694510,-79.734593,node,12321368582,https://www.openstreetmap.org/node/12321368582,"https://www.google.com/maps/search/?api=1&query=43.6945104,-79.7345925"
New Punjab Auto Clinic,shop:car_repair,,,,,,43.695172,-79.734785,node,12646678065,https://www.openstreetmap.org/node/12646678065,"https://www.google.com/maps/search/?api=1&query=43.6951715,-79.7347854"
Oil Changers,shop:car_repair,,,,,,43.673821,-79.725297,node,2753060014,https://www.openstreetmap.org/node/2753060014,"https://www.google.com/maps/search/?api=1&query=43.6738209,-79.7252969"
PGL Truck Centre,shop:car_repair,,,,,,43.695636,-79.733687,node,12646678066,https://www.openstreetmap.org/node/12646678066,"https://www.google.com/maps/search/?api=1&query=43.6956365,-79.7336874"
Phantom Automotive,shop:car_repair,,,,,,43.694475,-79.734764,node,12321368579,https://www.openstreetmap.org/node/12321368579,"https://www.google.com/maps/search/?api=1&query=43.6944749,-79.734764"
Plains Road Auto,shop:car_repair,+1-905-637-0661,,,,,43.304765,-79.855878,node,1356836674,https://www.openstreetmap.org/node/1356836674,"https://www.google.com/maps/search/?api=1&query=43.3047648,-79.8558781"
Precision Auto Repairs,shop:car_repair,,,,,,43.694305,-79.735587,node,12321368572,https://www.openstreetmap.org/node/12321368572,"https://www.google.com/maps/search/?api=1&query=43.6943052,-79.735587"
Premium Tire & Auto Centre,shop:car_repair,,,,,,43.651143,-79.712174,node,414587714,https://www.openstreetmap.org/node/414587714,"https://www.google.com/maps/search/?api=1&query=43.6511433,-79.7121742"
Prozone Auto Collision,shop:car_repair,,,,,,43.700959,-79.744232,node,12810703866,https://www.openstreetmap.org/node/12810703866,"https://www.google.com/maps/search/?api=1&query=43.7009592,-79.7442317"
ROC Rustproofers of Canada,shop:car_repair,,,,,,43.583092,-79.762486,node,12869542907,https://www.openstreetmap.org/node/12869542907,"https://www.google.com/maps/search/?api=1&query=43.5830917,-79.7624859"
Royal Lube,shop:car_repair,,,,,,43.585156,-79.741027,node,4017888660,https://www.openstreetmap.org/node/4017888660,"https://www.google.com/maps/search/?api=1&query=43.5851556,-79.7410272"
Shift Fix Transmissions,shop:car_repair,,,,,,43.582932,-79.762502,node,12869542906,https://www.openstreetmap.org/node/12869542906,"https://www.google.com/maps/search/?api=1&query=43.5829316,-79.7625023"
SMIT Auto Body,shop:car_repair,,,,,,43.332292,-79.812309,node,7859101129,https://www.openstreetmap.org/node/7859101129,"https://www.google.com/maps/search/?api=1&query=43.3322918,-79.8123092"
SWC Automotive,shop:car_repair,,,,,,43.333178,-79.811964,node,7859141659,https://www.openstreetmap.org/node/7859141659,"https://www.google.com/maps/search/?api=1&query=43.3331781,-79.8119643"
T & T Auto Repair,shop:car_repair,,,,,,43.607686,-79.894445,node,3812899495,https://www.openstreetmap.org/node/3812899495,"https://www.google.com/maps/search/?api=1&query=43.6076864,-79.8944446"
Tirecraft,shop:car_repair,,,,,,43.329394,-79.821644,node,7859016108,https://www.openstreetmap.org/node/7859016108,"https://www.google.com/maps/search/?api=1&query=43.3293945,-79.8216438"
Top Notch Motor,shop:car_repair,,,,,,43.698073,-79.747412,node,10909780770,https://www.openstreetmap.org/node/10909780770,"https://www.google.com/maps/search/?api=1&query=43.6980735,-79.7474118"
Top Tech Auto,shop:car_repair,,,,,,43.694323,-79.735490,node,12321368573,https://www.openstreetmap.org/node/12321368573,"https://www.google.com/maps/search/?api=1&query=43.6943232,-79.7354901"
Uni-Star Auto Collision,shop:car_repair,,,,,,43.694453,-79.734866,node,12321368578,https://www.openstreetmap.org/node/12321368578,"https://www.google.com/maps/search/?api=1&query=43.6944527,-79.734866"
Unity Pro Auto Service,shop:car_repair,+1 905 569 8400,3105,Unity Drive,,,43.539114,-79.709654,node,10592386564,https://www.openstreetmap.org/node/10592386564,"https://www.google.com/maps/search/?api=1&query=43.5391144,-79.7096542"
Waterdown Collision,shop:car_repair,,,,,,43.313438,-79.915668,node,4360514964,https://www.openstreetmap.org/node/4360514964,"https://www.google.com/maps/search/?api=1&query=43.3134385,-79.9156679"
End of the Roll,shop:carpet,,,,,,43.344807,-79.818963,node,1964749660,https://www.openstreetmap.org/node/1964749660,"https://www.google.com/maps/search/?api=1&query=43.3448074,-79.8189632"
End of the Roll,shop:carpet,,,,,,43.704291,-79.740639,node,6226609537,https://www.openstreetmap.org/node/6226609537,"https://www.google.com/maps/search/?api=1&query=43.7042907,-79.7406394"
Omar Rugs,shop:carpet,,,,,,43.666209,-79.739103,node,6566848320,https://www.openstreetmap.org/node/6566848320,"https://www.google.com/maps/search/?api=1&query=43.6662087,-79.739103"
Omar Rugs,shop:carpet,,,,,,43.715462,-79.720997,node,6659686724,https://www.openstreetmap.org/node/6659686724,"https://www.google.com/maps/search/?api=1&query=43.7154618,-79.7209969"
Signature Rug,shop:carpet,,280,Guelph Street,,,43.648640,-79.898028,node,6533199659,https://www.openstreetmap.org/node/6533199659,"https://www.google.com/maps/search/?api=1&query=43.6486405,-79.8980276"
Sun Shine Rug,shop:carpet,,,,,,43.518063,-79.874697,node,6628676239,https://www.openstreetmap.org/node/6628676239,"https://www.google.com/maps/search/?api=1&query=43.5180632,-79.8746969"
The Carpet Palace,shop:carpet,,,,,,43.646642,-79.858891,node,2904867146,https://www.openstreetmap.org/node/2904867146,"https://www.google.com/maps/search/?api=1&query=43.646642,-79.858891"
Habitat for Humanity ReStore,shop:charity,,700,Main Street East,Milton,,43.523097,-79.871667,node,724838253,https://www.openstreetmap.org/node/724838253,"https://www.google.com/maps/search/?api=1&query=43.5230972,-79.871667"
Mill Street Cheese Market,shop:cheese,,,,,,43.650298,-79.926972,node,10981528812,https://www.openstreetmap.org/node/10981528812,"https://www.google.com/maps/search/?api=1&query=43.6502976,-79.9269717"
City Drug Mart Pharmacy,shop:chemist,+1 905-457-2400,,,,,43.700960,-79.778938,node,10660381192,https://www.openstreetmap.org/node/10660381192,"https://www.google.com/maps/search/?api=1&query=43.7009595,-79.7789385"
Fandor Pharmacy,shop:chemist,,,,,,43.689917,-79.814637,node,9968776309,https://www.openstreetmap.org/node/9968776309,"https://www.google.com/maps/search/?api=1&query=43.6899174,-79.8146371"
Dip n dip Chocolate Cafe,shop:chocolate,,,,,,43.391375,-79.787899,node,7059152362,https://www.openstreetmap.org/node/7059152362,"https://www.google.com/maps/search/?api=1&query=43.3913752,-79.7878988"
Lindt,shop:chocolate,,,,,,43.397617,-79.749536,node,1967735084,https://www.openstreetmap.org/node/1967735084,"https://www.google.com/maps/search/?api=1&query=43.3976173,-79.7495364"
Lindt,shop:chocolate,,,,,,43.574235,-79.830838,node,6655586775,https://www.openstreetmap.org/node/6655586775,"https://www.google.com/maps/search/?api=1&query=43.5742351,-79.8308377"
Walker's Chocolates,shop:chocolate,,,,,,43.354617,-79.784055,node,3868398493,https://www.openstreetmap.org/node/3868398493,"https://www.google.com/maps/search/?api=1&query=43.3546172,-79.7840549"
European Time,shop:clock,,,,,,43.394220,-79.711112,node,385027428,https://www.openstreetmap.org/node/385027428,"https://www.google.com/maps/search/?api=1&query=43.3942197,-79.7111116"
Abercrombie & Fitch,shop:clothes,,,,,,43.576141,-79.828407,node,6655572398,https://www.openstreetmap.org/node/6655572398,"https://www.google.com/maps/search/?api=1&query=43.5761414,-79.8284066"
Addition Elle,shop:clothes,,,,,,43.397856,-79.751891,node,1967735103,https://www.openstreetmap.org/node/1967735103,"https://www.google.com/maps/search/?api=1&query=43.3978557,-79.7518911"
Addition Elle,shop:clothes,,,,,,43.324781,-79.819077,node,6632429830,https://www.openstreetmap.org/node/6632429830,"https://www.google.com/maps/search/?api=1&query=43.3247805,-79.819077"
Aerie,shop:clothes,+1 905-634-3965,,,,,43.325057,-79.819336,node,6632429821,https://www.openstreetmap.org/node/6632429821,"https://www.google.com/maps/search/?api=1&query=43.3250573,-79.8193358"
Aerie,shop:clothes,,,,,,43.576237,-79.829313,node,6655589988,https://www.openstreetmap.org/node/6655589988,"https://www.google.com/maps/search/?api=1&query=43.5762368,-79.8293126"
AllSaints,shop:clothes,,,,,,43.574558,-79.830422,node,6655586778,https://www.openstreetmap.org/node/6655586778,"https://www.google.com/maps/search/?api=1&query=43.5745581,-79.8304219"
Anita Urban Fashion,shop:clothes,,,,,,43.683833,-79.812203,node,1922035130,https://www.openstreetmap.org/node/1922035130,"https://www.google.com/maps/search/?api=1&query=43.6838327,-79.8122028"
Appolon Fine Men’s Wear,shop:clothes,,,,,,43.715893,-79.721696,node,6659697181,https://www.openstreetmap.org/node/6659697181,"https://www.google.com/maps/search/?api=1&query=43.7158935,-79.7216964"
Arc'teryx,shop:clothes,,,,,,43.575613,-79.831298,node,6655614291,https://www.openstreetmap.org/node/6655614291,"https://www.google.com/maps/search/?api=1&query=43.5756126,-79.8312979"
Armani,shop:clothes,,,,,,43.576177,-79.830551,node,6655590005,https://www.openstreetmap.org/node/6655590005,"https://www.google.com/maps/search/?api=1&query=43.5761773,-79.8305507"
Armani Exchange,shop:clothes,,,,,,43.576331,-79.830344,node,6655590003,https://www.openstreetmap.org/node/6655590003,"https://www.google.com/maps/search/?api=1&query=43.5763313,-79.8303443"
At Eaze,shop:clothes,,,,,,43.715269,-79.722981,node,6663083628,https://www.openstreetmap.org/node/6663083628,"https://www.google.com/maps/search/?api=1&query=43.7152686,-79.7229809"
Aylia Couture Divine Stitches,shop:clothes,,5100,Erin Mills Parkway,,,43.558356,-79.711038,node,6556405148,https://www.openstreetmap.org/node/6556405148,"https://www.google.com/maps/search/?api=1&query=43.5583556,-79.7110379"
Balenciaga,shop:clothes,,,,,,43.575709,-79.831121,node,6655614289,https://www.openstreetmap.org/node/6655614289,"https://www.google.com/maps/search/?api=1&query=43.5757086,-79.8311207"
Bikini Village,shop:clothes,,,,,,43.326492,-79.820815,node,6632463439,https://www.openstreetmap.org/node/6632463439,"https://www.google.com/maps/search/?api=1&query=43.3264921,-79.8208146"
Blazers for Men,shop:clothes,,,,,,43.445738,-79.704249,node,3303284546,https://www.openstreetmap.org/node/3303284546,"https://www.google.com/maps/search/?api=1&query=43.4457376,-79.7042486"
Bonnie Togs,shop:clothes,,,,,,43.540514,-79.869132,node,1738484544,https://www.openstreetmap.org/node/1738484544,"https://www.google.com/maps/search/?api=1&query=43.5405137,-79.8691319"
Branded Burlington,shop:clothes,,418,Pearl Street,Burlington,L7R 2N1,43.326611,-79.794956,node,7376314474,https://www.openstreetmap.org/node/7376314474,"https://www.google.com/maps/search/?api=1&query=43.3266105,-79.7949557"
Brunello Cucinelli,shop:clothes,,,,,,43.576602,-79.830019,node,12247180976,https://www.openstreetmap.org/node/12247180976,"https://www.google.com/maps/search/?api=1&query=43.5766021,-79.8300191"
Burberry,shop:clothes,,,,,,43.574483,-79.830663,node,6655586777,https://www.openstreetmap.org/node/6655586777,"https://www.google.com/maps/search/?api=1&query=43.5744825,-79.8306625"
Bushes Menswear,shop:clothes,,,,,,43.325286,-79.797005,node,1715140801,https://www.openstreetmap.org/node/1715140801,"https://www.google.com/maps/search/?api=1&query=43.3252859,-79.7970053"
BWCollective,shop:clothes,,,,,,43.576738,-79.828964,node,6655572408,https://www.openstreetmap.org/node/6655572408,"https://www.google.com/maps/search/?api=1&query=43.5767383,-79.8289644"
Calvin Klein,shop:clothes,,,,,,43.575149,-79.829051,node,6655491677,https://www.openstreetmap.org/node/6655491677,"https://www.google.com/maps/search/?api=1&query=43.575149,-79.829051"
Carter's,shop:clothes,,,,,,43.715431,-79.722344,node,6662840556,https://www.openstreetmap.org/node/6662840556,"https://www.google.com/maps/search/?api=1&query=43.7154313,-79.722344"
Cavery Fashions,shop:clothes,,,,,,43.715939,-79.723151,node,6663083621,https://www.openstreetmap.org/node/6663083621,"https://www.google.com/maps/search/?api=1&query=43.7159392,-79.7231509"
Change Lingerie,shop:clothes,,,,,,43.348428,-79.795089,node,6629331173,https://www.openstreetmap.org/node/6629331173,"https://www.google.com/maps/search/?api=1&query=43.3484279,-79.7950889"
Chic Couture,shop:clothes,,,,,,43.715128,-79.723139,node,6660982639,https://www.openstreetmap.org/node/6660982639,"https://www.google.com/maps/search/?api=1&query=43.7151285,-79.7231393"
Chico's,shop:clothes,,,,,,43.326552,-79.820536,node,6632427702,https://www.openstreetmap.org/node/6632427702,"https://www.google.com/maps/search/?api=1&query=43.3265521,-79.8205364"
City Looks,shop:clothes,,5100,Erin Mills Parkway,,,43.558596,-79.711504,node,6556403978,https://www.openstreetmap.org/node/6556403978,"https://www.google.com/maps/search/?api=1&query=43.5585963,-79.7115036"
Coco's Couture,shop:clothes,,,,,,43.665804,-79.738021,node,6566674514,https://www.openstreetmap.org/node/6566674514,"https://www.google.com/maps/search/?api=1&query=43.6658035,-79.7380212"
Columbia,shop:clothes,+1-905-878-7582,13580,Steeles Avenue,Halton Hills,L7G 0J1,43.576250,-79.828161,node,6655572399,https://www.openstreetmap.org/node/6655572399,"https://www.google.com/maps/search/?api=1&query=43.5762496,-79.8281611"
Dancewear Burlington,shop:clothes,,,,,,43.353042,-79.768807,node,3609664320,https://www.openstreetmap.org/node/3609664320,"https://www.google.com/maps/search/?api=1&query=43.3530422,-79.7688074"
Danier,shop:clothes,,,,,,43.574788,-79.829960,node,6655586782,https://www.openstreetmap.org/node/6655586782,"https://www.google.com/maps/search/?api=1&query=43.5747876,-79.82996"
David-Andrew Gentlemen Clothiers,shop:clothes,,,,,,43.686486,-79.760487,node,2295977880,https://www.openstreetmap.org/node/2295977880,"https://www.google.com/maps/search/?api=1&query=43.686486,-79.7604868"
David's Bridal,shop:clothes,,3105,Argentia Road,,,43.598212,-79.786721,node,1714830086,https://www.openstreetmap.org/node/1714830086,"https://www.google.com/maps/search/?api=1&query=43.598212,-79.7867209"
Denise,shop:clothes,,,,,,43.326420,-79.820768,node,6632463438,https://www.openstreetmap.org/node/6632463438,"https://www.google.com/maps/search/?api=1&query=43.3264203,-79.8207684"
Designer Depot,shop:clothes,,,,,,43.715796,-79.724025,node,11181799658,https://www.openstreetmap.org/node/11181799658,"https://www.google.com/maps/search/?api=1&query=43.7157964,-79.7240246"
Diesel,shop:clothes,,,,,,43.575787,-79.828711,node,6655572396,https://www.openstreetmap.org/node/6655572396,"https://www.google.com/maps/search/?api=1&query=43.5757872,-79.8287115"
Ditto's Boutique,shop:clothes,,26B,Main Street East,Milton,,43.509114,-79.887298,node,2216850820,https://www.openstreetmap.org/node/2216850820,"https://www.google.com/maps/search/?api=1&query=43.5091136,-79.8872978"
Dress People,shop:clothes,,,,,,43.347911,-79.793834,node,6629362809,https://www.openstreetmap.org/node/6629362809,"https://www.google.com/maps/search/?api=1&query=43.3479107,-79.7938339"
Dynamite,shop:clothes,,,,,,43.325247,-79.819394,node,6632465344,https://www.openstreetmap.org/node/6632465344,"https://www.google.com/maps/search/?api=1&query=43.3252466,-79.8193941"
Dynamite,shop:clothes,,,,,,43.575035,-79.830489,node,12247229609,https://www.openstreetmap.org/node/12247229609,"https://www.google.com/maps/search/?api=1&query=43.575035,-79.8304887"
Eh Canada,shop:clothes,,5100,Erin Mills Parkway,,,43.557697,-79.712316,node,6556405153,https://www.openstreetmap.org/node/6556405153,"https://www.google.com/maps/search/?api=1&query=43.5576972,-79.7123159"
Fashion Studio,shop:clothes,,,,,,43.517841,-79.875144,node,6628676227,https://www.openstreetmap.org/node/6628676227,"https://www.google.com/maps/search/?api=1&query=43.5178406,-79.8751441"
Forever 21,shop:clothes,,,,,,43.716853,-79.722818,node,12863277566,https://www.openstreetmap.org/node/12863277566,"https://www.google.com/maps/search/?api=1&query=43.716853,-79.7228184"
Forever Summer Swimsuits & Beachwear,shop:clothes,,,,,,43.325365,-79.797104,node,7859167168,https://www.openstreetmap.org/node/7859167168,"https://www.google.com/maps/search/?api=1&query=43.3253651,-79.7971036"
George Richards,shop:clothes,,,,,,43.395817,-79.750148,node,1967735100,https://www.openstreetmap.org/node/1967735100,"https://www.google.com/maps/search/?api=1&query=43.3958169,-79.7501482"
Gerry Lush Gentleman's Clother,shop:clothes,,,,,,43.304180,-79.856814,node,1356849116,https://www.openstreetmap.org/node/1356849116,"https://www.google.com/maps/search/?api=1&query=43.3041804,-79.856814"
Gerry Weber,shop:clothes,,,,,,43.326407,-79.799101,node,1715140818,https://www.openstreetmap.org/node/1715140818,"https://www.google.com/maps/search/?api=1&query=43.326407,-79.799101"
Gilani,shop:clothes,,,,,,43.715329,-79.723080,node,6663083627,https://www.openstreetmap.org/node/6663083627,"https://www.google.com/maps/search/?api=1&query=43.7153287,-79.7230805"
GJ's Couture,shop:clothes,,,,,,43.688251,-79.804867,node,6546837471,https://www.openstreetmap.org/node/6546837471,"https://www.google.com/maps/search/?api=1&query=43.6882508,-79.8048672"
Gold Vintage,shop:clothes,,,,,,43.650371,-79.912072,node,6535783957,https://www.openstreetmap.org/node/6535783957,"https://www.google.com/maps/search/?api=1&query=43.6503705,-79.9120724"
Gopika's,shop:clothes,,5100,Erin Mills Parkway,,,43.558145,-79.712355,node,6556571729,https://www.openstreetmap.org/node/6556571729,"https://www.google.com/maps/search/?api=1&query=43.5581446,-79.7123552"
Gucci,shop:clothes,,,,,,43.575964,-79.830384,node,6655589998,https://www.openstreetmap.org/node/6655589998,"https://www.google.com/maps/search/?api=1&query=43.5759642,-79.8303844"
Helly Hansen,shop:clothes,,,,,,43.576645,-79.829635,node,12247180973,https://www.openstreetmap.org/node/12247180973,"https://www.google.com/maps/search/?api=1&query=43.5766446,-79.8296355"
Hollister,shop:clothes,,,,,,43.716361,-79.722105,node,6662840577,https://www.openstreetmap.org/node/6662840577,"https://www.google.com/maps/search/?api=1&query=43.7163605,-79.722105"
Hollywood Fashions,shop:clothes,,,,,,43.666080,-79.738563,node,6566848325,https://www.openstreetmap.org/node/6566848325,"https://www.google.com/maps/search/?api=1&query=43.6660799,-79.7385633"
Hot Topic,shop:clothes,,,,,,43.715869,-79.723101,node,5483759865,https://www.openstreetmap.org/node/5483759865,"https://www.google.com/maps/search/?api=1&query=43.7158691,-79.7231006"
Hot Topic,shop:clothes,,,,,,43.325572,-79.819823,node,6632429823,https://www.openstreetmap.org/node/6632429823,"https://www.google.com/maps/search/?api=1&query=43.3255717,-79.8198226"
Hugo Boss,shop:clothes,,,,,,43.575642,-79.830740,node,6655614296,https://www.openstreetmap.org/node/6655614296,"https://www.google.com/maps/search/?api=1&query=43.5756416,-79.8307402"
Hugo Outlet,shop:clothes,,,,,,43.575731,-79.828413,node,6655572388,https://www.openstreetmap.org/node/6655572388,"https://www.google.com/maps/search/?api=1&query=43.5757313,-79.8284128"
Image Fashions,shop:clothes,,,,,,43.665729,-79.737885,node,6566674513,https://www.openstreetmap.org/node/6566674513,"https://www.google.com/maps/search/?api=1&query=43.6657291,-79.7378846"
International Clothiers,shop:clothes,,,,,,43.714823,-79.722942,node,3852186208,https://www.openstreetmap.org/node/3852186208,"https://www.google.com/maps/search/?api=1&query=43.7148234,-79.7229424"
Into Fashion,shop:clothes,,,,,,43.665840,-79.738083,node,6566674515,https://www.openstreetmap.org/node/6566674515,"https://www.google.com/maps/search/?api=1&query=43.6658404,-79.7380828"
